child,parent,description_child,description_parent,title,author,isbn,pubname,pubyear
ja400dog,ja400,JA400DOG,JA400,Dictionary of government and politics , P. H. 1935- (Peter Hodgson) Collin,9780948549892; 0948549890,Peter Collin Publishing,2000
ja400cpf,ja400,JA400CPF,JA400,Commonwealth political facts , Chris Cook,9780333188279; 0333188276,Macmillan,1979
ja400tco,ja400,JA400TCO,JA400,The concise Oxford dictionary of politics , Chris Cook,9780192852885; 0192852884,OUP,1996
ja400dom,ja400,JA400DOM,JA400,Dictionary of modern political ideologies , Chris Cook,9780719018824; 071901882X,Manchester UP,1987
ja400eot,ja400,JA400EOT,JA400,Encyclopaedia of the Labour Movement., F. Elliott,,Caxton Pub Co,1928
ja400tdo,ja400,JA400TDO,JA400,The dictionary of world politics : a reference guide to concepts; ideas and institutions , Graham. Evans,9780745012230; 074501223X,Harvester Wheatsheaf,1992
ja400tfo,ja400,JA400TFO,JA400,The Facts on File world political almanac , Graham. Evans,9780816026036; 0816026033,Facts on File,1992
ja400ird,ja400,JA400IRD,JA400,International relations dictionary., Graham. Evans,,USGPO,1980
ja400adt,ja400,JA400ADT,JA400,Amenagement du territoire : francais-allemand; allemand-francais.,undefined International Institute for Legal and Administrative Terminology.,,Langenscheidt,1970
ja400sro,ja400,JA400SRO,JA400,Synthesis report on the I.P.S.A. : 20 years activities 1949-1969.,undefined International Political Science Association.,,The Association,1970
ja400tpp,ja400,JA400TPP,JA400,The Penguin political atlas , Stanley C. 1878- (Stanley Currie) Johnson,,Penguin,1940
ja400pdh,ja400,JA400PDH,JA400,Political data handbook : OECD countries , Jan-Erik. Lane,9780198280538; 019828053X,OUP,1997
ja400ado,ja400,JA400ADO,JA400,A dictionary of politics , Walter Laqueur,,Pan,1973
ja400doa,ja400,JA400DOA,JA400,Dictionary of American politics , E. J. McCarthy,,Collier-Macmillan,1968
ja400toc,ja400,JA400TOC,JA400,The Oxford companion to politics of the world , E. J. McCarthy,9780195117394; 0195117395,Oxford University Press,2001
ja400pep,ja400,JA400PEP,JA400,Petite encyclopedie politique , E. J. McCarthy,,Editions du Seuil,1969
ja400trd,ja400,JA400TRD,JA400,The Routledge dictionary of politics , David Robertson,9780415323772; 0415323770,Routledge,2003
ja400ado,ja400,JA400ADO,JA400,A dictionary of modern politics , David Robertson,9780946653751; 0946653755,Europa Publications,1993
ja4002cp,ja400,JA4002CP,JA400,21st century political science : a reference handbook., David Robertson,9781412969017; 1412969018,SAGE Publications,2011
ja400ado,ja400,JA400ADO,JA400,A dictionary of globalization , Jens-Uwe. Wunderlich,1857433327; 9781857433326,Europa,2005
ja400twt,ja400,JA400TWT,JA400,The world this year 1973 : supplement to the Political handbook and atlas of the world : governments and intergovernmental organizations as of January 1; 1973 , Jens-Uwe. Wunderlich,9780671216214; 067121621X,Council on Foreign Relations,1973
ja400who,ja400,JA400WHO,JA400,World handbook of political and social indicators , Jens-Uwe. Wunderlich,9780300015553; 0300015550,Yale UP,1972
ja410dot,ja400,JA410DOT,JA400,Directory of the Republic of Ghana; 1961-62., Jens-Uwe. Wunderlich,,Diplomatic P,1961
ja410dot,ja400,JA410DOT,JA400,Directory of the Federation of Nigeria; 1960., Jens-Uwe. Wunderlich,,Diplomatic P,1960
ja410tdo,ja400,JA410TDO,JA400,Trade directory of the Federal Republic of Nigeria; 1963-64., Jens-Uwe. Wunderlich,,Diplomatic P,1963
ja420pfo,ja400,JA420PFO,JA400,Political facts of the United States since 1789 , Erik W. Austin,9780231060943; 0231060947,Columbia UP,1986
ja420ppd,ja400,JA420PPD,JA400,Presidential-Congressional political dictionary , Jeffrey M. Elliot,9780874363579; 0874363578,ABC-Clio,1984
ja440pae,ja400,JA440PAE,JA400,Political and economic encyclopedia of the Pacific , Jeffrey M. Elliot,9780582051614; 0582051614,Longman,1989
ja440ies,ja400,JA440IES,JA400,Indian elections since independence ,undefined Shiv Lal.,,Election Archives,1972
ja440jps,ja400,JA440JPS,JA400,Japanese political science : a guide to Japanese reference and research materials , Robert E. Ward,,U of Michigan P,1961
ja450epf,ja400,JA450EPF,JA400,European political facts; 1789-1848 , Chris Cook,9780333216972; 0333216970,Macmillan,1981
ja450epf,ja400,JA450EPF,JA400,European political facts of the twentieth century , Chris Cook,9780333792032; 0333792033,Macmillan,2000
ja450epf,ja400,JA450EPF,JA400,European political facts; 1848-1918 , Chris Cook,9780333151006; 0333151003,Macmillan,1978
ja450epf,ja400,JA450EPF,JA400,European political facts; 1900-1996 , Chris Cook,9780333696309; 0333696301,Macmillan,1998
ja450epf,ja400,JA450EPF,JA400,European political facts 1648-1789 , Chris Cook,9780333321119; 0333321111,Macmillan,1984
ja450doe,ja400,JA450DOE,JA400,Directory of European political scientists.,undefined European Consortium for Political Research.,,U of Essex P,1973
ja450ado,ja400,JA450ADO,JA400,A dictionary of the European Union , David. Phinnemore,1857435826; 9781857435825,Routledge,2010
ja450cdg,ja400,JA450CDG,JA400,Composition du Gouvernement et des cabinets ministeriels.,undefined France. Secretariat General du Gouvernement.,,La Documentation Francaise,1971
ja450gdl,ja400,JA450GDL,JA400,Guide de la France des luttes ,undefined France. Secretariat General du Gouvernement.,,Stock,1974
ja450gg,ja400,JA450GG,JA400,Geschichtliche grundbegriffe : historisches lexikon zur politisch-sozialen sprache in Deutschland.,undefined France. Secretariat General du Gouvernement.,9783129038505; 3129038507,Klett-Cotta,1972
ja450roc,ja400,JA450ROC,JA400,Register of current research into German politics.,undefined Association for the Study of German Politics.,9780950428208; 0950428205,The Association,1975
ja450gg,ja400,JA450GG,JA400,Geschichtliche Grundbegriffe : historisches Lexikon zur politisch-sozialen Sprache in Deutschland ,undefined Association for the Study of German Politics.,9783129038703; 3129038701,Klett-Cotta,1982
ja450aos,ja400,JA450AOS,JA400,Almanac of Scottish politics , Gerry. Hassan,9781902301532; 1902301536,Politico's,2000
ja450tbp,ja400,JA450TBP,JA400,Twentieth-century British political facts 1900-2000 , David Butler,9780333772218; 0333772210; 9780333772225; 0333772229; 9780312229474; 031222947X,Macmillan,2000
ja450bpf,ja400,JA450BPF,JA400,British political facts; 1900-1994 , David Butler,9780333526163; 0333526163,Macmillan,1994
ja450eff,ja400,JA450EFF,JA400,Electoral facts from 1832-1853 : impartially stated; constituting a complete political gazeteer. , Charles R. 1793-1855. (Charles Roger) Dod,9780901759924; 0901759929,Harvester Press,1972
ja450mpp,ja400,JA450MPP,JA400,McCalmont's parliamentary poll book : British election results 1832-1918 , F. H. McCalmont,,Harvester P,1971
ja500wa,ja500,JA500WA,JA500,Women : a modern political dictionary , Cheryl. Law,9781860645020; 186064502X,I B Tauris,2000
ja500lot,ja500,JA500LOT,JA500,Leaders of the communist world , Cheryl. Law,,Free P,1971
ja500lsd,ja500,JA500LSD,JA500,Lexikon sozialistischer deutscher Literatur., Cheryl. Law,,VEB Verlag Sprache und Literatur,1962
ja500wwi,ja500,JA500WWI,JA500,Who's who in world politics : from 1860 to the present day , Alan Palmer,9780415131629; 0415131626,Routledge,1996
ja500bdo,ja500,JA500BDO,JA500,Biographical dictionary of the extreme right since 1890 , Philip. Rees,9780710810199; 0710810199,Harvester Wheatsheaf,1990
ja520dot,ja500,JA520DOT,JA500,Dictionary of the United States Congress , C. Lanman,,Government Printing Office,1866
ja520ocd,ja500,JA520OCD,JA500,Official congressional directory : 93rd congress; 1st session; convened Jan. 3rd 1973.,undefined United States. Congress.,,USGPO,1973
ja520ocd,ja500,JA520OCD,JA500,Official congressional directory : 97th congress; convened January 5th 1981.,undefined United States. Congress.,,USGPO,1981
ja520ocd,ja500,JA520OCD,JA500,Official congressional directory for the use of the United States Congress : 83rd congress; 2nd session.,undefined United States. Congress.,,USGPO,1954
ja520ocd,ja500,JA520OCD,JA500,Official congressional directory for the use of the United States Congress : 89th congress; 1st session.,undefined United States. Congress.,,USGPO,1965
ja520tus,ja500,JA520TUS,JA500,The United States Congressional directories; 1789-1840 ,undefined United States. Congress.,,Columbia UP,1973
ja520bdo,ja500,JA520BDO,JA500,Biographical directory of the United States Congress; 1774-1989.,undefined United States. Congress. Joint Committee on Printing.,,USGPO,1989
ja540bdo,ja500,JA540BDO,JA500,Biographic dictionary of Chinese communism 1921-1965 , D. W. Klein,,Harvard UP,1971
ja540oit,ja500,JA540OIT,JA500,Opposition in the parliament : a unique; authentic and comprehensive biographical dictionary of M.P.'s on opposition benches , H. S. Chhabra,,New Publishers,1952
ja540wwi,ja500,JA540WWI,JA500,Who's who in 1957.,undefined India. Parliament. House of the People.,,Lok Sabha Secretariat,1957
ja540bld,ja500,JA540BLD,JA500,Bombay Legislature directory.,undefined Indian National Congress.,,Bombay Legislature Congress Party,1953
ja540dot,ja500,JA540DOT,JA500,Directory of the Madras Legislature.,undefined Indian National Congress.,,Madras Legislature Congress Party,1950
ja550ddl,ja500,JA550DDL,JA500,Dictionnaire de la politique francaise ,undefined Indian National Congress.,,La Librairie Francaise,1967
jb60pti,jb60,JB60PTI,JB60,Political trends in the Arab world : the role of ideas and ideals in politics ,Majid Khadduri,9780801811227; 0801811228,Johns Hopkins P,1970
jb60tho,jb60,JB60THO,JB60,The history of Islamic political thought : from the Prophet to the present ,Antony Black,9780748614714; 0748614710; 9780748614721; 0748614729,Edinburgh University Press,2001
jb170lsa,jb100,JB170LSA,JB100,Leo Strauss and the invasion of Iraq : encountering the abyss ,Aggie Hirst,0415621623; 9780415621625,Routledge,2013
jb130tp,jb100,JB130TP,JB100,The prince : a new translation; backgrounds; interpretations; peripherica ,"Niccolò Machiavelli ; translated and edited  Robert M Adams""",9780393044485; 0393044483; 9780393091496; 039309149X,Norton,1977
jb200o,jb200,JB200O,JB200,Oligarchy ,Jeffrey A Winters,1107005280; 9781107005280; 0521182980; 9780521182980,Cambridge University Press,2011
jb170pwv,jb100,JB170PWV,JB100,Politics without vision : thinking without a banister in the twentieth century ,Tracy B Strong,0226777464; 9780226777467,University of Chicago Press,2012
jb210tto,jb200,JB210TTO,JB200,The time of popular sovereignty : process and the democratic state ,Paulina Ochoa Espejo,0271037962; 9780271037967; 0271037970; 9780271037974,Pennsylvania State University Press,2011
jb150tpa,jb100,JB150TPA,JB100,Tom Paine's America : the rise and fall of transatlantic radicalism in the early republic ,Seth Cotlar,0813931002; 9780813931005,University of Virginia Press,2011
jb170tem,jb100,JB170TEM,JB100,The Ellen Meiksins Wood reader ,edited  Larry Patriquin,9004230084; 9789004230088,Extenza Turpin distributor; Brill,2012
jb200pit,jb200,JB200PIT,JB200,Power in the 21st century : conversations with John A. Hall ,Michael Mann,0745653227; 9780745653228; 0745653235; 9780745653235,Polity Press,2011
jb150sla,jb100,JB150SLA,JB100,Settlers; liberty; and empire : the roots of early American political theory; 1675-1775 ,Craig Yirush,0521193303; 9780521193306; 0521132460; 9780521132466,Cambridge University Press,2011
jb170pr,jb100,JB170PR,JB100,Political romanticism ,"Carl Schmitt ; translated  Guy Oakes ; with a new introduction  Graham McAleer""",1412814723; 9781412814720,Transaction,2011
jb216daa,jb200,JB216DAA,JB200,Democracy and authoritarianism in the Arab world ,Nicola Pratt,9781588264619; 1588264610; 9781588264862; 1588264866,Lynne Rienner Publishers,2007
jb50ea,jb50,JB50EA,JB50,Eurocentrism : a Marxian critical realist critique ,Nick Hostettler,0415565103; 9780415565103,Routledge,2012
jb210pod,jb200,JB210POD,JB200,Patterns of democracy : government forms and performance in thirty-six countries ,Arend Lijphart,9780300078947; 0300078943; 9780300078930; 0300078935; 0300172028; 9780300172027,Yale University Press,1999
jb225rtr,jb200,JB225RTR,JB200,Romancing the revolution : the myth of Soviet democracy and the British Left ,Ian Bullock,192683612X; 9781926836126,AU Press,2011
jb225svs,jb200,JB225SVS,JB200,Socialism vanquished; socialism challenged : Eastern Europe and China; 1989-2009 ,edited  Nina Bandelj and Dorothy J Solinger,019989597X; 9780199895977; 0199895961; 9780199895960,Oxford University Press,2012
jb200oho,jb200,JB200OHO,JB200,Oxford handbook of governance ,edited  David Levi-Faur,0199560536; 9780199560530; 0199677069; 9780199677061,Oxford University Press,2012
jb210tgo,jb200,JB210TGO,JB200,The government of the peoples : on the idea and principles of multilateral democracy ,Francis Cheneval,023011699X; 9780230116993,Palgrave Macmillan,2011
jb210df,jb200,JB210DF,JB200,Democratic futures : revisioning democracy promotion ,Milja Kurki,9780203073131; 0203073134; 9780415690324; 0415690323; 9780415690348; 041569034X,Routledge,2013
jb0pp,jb0,JB0PP,JB0,Philosophic pride : Stoicism and political thought from Lipsius to Rousseau ,Christopher Brooke,069115208X; 9780691152080,Princeton University Press,2012
jb170tdi,jb100,JB170TDI,JB100,The devil in history : communism; fascism; and some lessons of the twentieth century ,Vladimir Tismaneanu,0520239725; 9780520239722,University of California Press,2012
jb160dpa,jb100,JB160DPA,JB100,Dialectics; politics; and the contemporary value of Hegel's practical philosophy ,Andrew Buchwalter,0415806100; 9780415806107,Routledge,2012
jb170fpa,jb100,JB170FPA,JB100,Foucault; politics; and violence ,Johanna Oksala,0810128039; 9780810128033; 0810128020; 9780810128026,Northwestern University Press,2012
jb160ol;,jb100,JB160OL;,JB100,On liberty ; and; The subjection of women ,John Stuart Mill ; edited  Alan Ryan,9780141441474; 014144147X,Penguin,2006
jb214tpo,jb200,JB214TPO,JB200,The politics of the governed : reflections on popular politics ,Partha Chatterjee,9780231130639; 0231130635,Columbia University Press,2006
jb0pp,jb0,JB0PP,JB0,Political philosophy : the essential texts ,edited  Steven M Cahn,9780195177084; 0195177088,Oxford University Press,2005
jb210tso,jb200,JB210TSO,JB200,The specter of democracy : what Marx and Marxists haven't understood and why ,Dick Howard,9780231124843; 0231124848,Columbia University Press,2002
jb210de,jb200,JB210DE,JB200,Democratic elitism : new theoretical and comparative perspectives ,edited  Heinrich Best and John Higley,9004179399; 9789004179394,Brill,2010
jb200soj,jb200,JB200SOJ,JB200,Spheres of justice : a defense of pluralism and equality ,Michael Walzer,9780465081899; 0465081894,BasicBooks,1983
jb150ptf,jb100,JB150PTF,JB100,Philosophy; the Federalist and the Constitution ,Morton White,9780195039115; 0195039114,OUP,1987
jb200itp,jb200,JB200ITP,JB200,Introduction to political psychology ,Martha L Cottam [and others],1848728816; 9781848728813; 1848728824; 9781848728820,Psychology Press,2009
jb150lap,jb100,JB150LAP,JB100,Liberty and property : a social history of Western political thought from Renaissance to Enlightenment ,Ellen Meiksins Wood,1844677524; 9781844677528,Verso,2012
jb170tro,jb100,JB170TRO,JB100,The rebirth of history ,"Alain Badiou ; translated  Gregory Elliott""",1844678792; 9781844678792,Verso,2012
jb210at,jb200,JB210AT,JB200,Anti-democratic thought ,edited  Erich Kofmel,1845401247; 9781845401245,Imprint Academic,2008
jb160la,jb100,JB160LA,JB100,Liberty abroad : J.S. Mill on international relations ,Georgios Varouxakis,1107039142; 9781107039148,Cambridge University Press,2013
ja200iam,ja200,JA200IAM,JA200,Interpretation and method : empirical research methods and the interpretive turn ,edited  Dvora Yanow and Peregrine Schwartz-Shea,9780765635396; 0765635399; 9780765635402; 0765635402,ME Sharp Inc,2014
jb200ato,jb200,JB200ATO,JB200,A theory of freedom ,Stanley I Benn,9780521342605; 0521342600,CUP,1988
jb130tp,jb100,JB130TP,JB100,The prince ,"The prince ; edited  Quentin Skinner and Russell Price""",9780521342407; 0521342406; 9780521349932; 0521349931,Cambridge University Press,1988
jb120asd,jb100,JB120ASD,JB100,A short discourse on the tyrannical government over things divine and human; but especially over the Empire and those subject to the Empire; usurped by some who are called highest pontiffs ,"William of Ockham ; edited  Arthur Stephen McGrade ; translated  John Kilcullen""",9780521352420; 0521352428; 9780521358033; 0521358035,Cambridge University Press,1992
jb140tpw,jb100,JB140TPW,JB100,The political writings of Leibniz ,"translated and edited with an introduction and notes  Patrick Riley""",9780521353809; 0521353807,CUP,1972
jb120po,jb100,JB120PO,JB100,Policraticus : of the frivolities of courtiers and the footprints of philosophers ,"edited and translated  Cary J Nederman""",9780521363990; 0521363993; 9780521367011; 0521367018,Cambridge University Press,1990
jb130pw,jb100,JB130PW,JB100,Political writings ,Francisco de Vitoria ; edited  Anthony Pagden and Jeremy Lawrance,9780521364423; 0521364426; 9780521367141; 052136714X,Cambridge University Press,1991
jb150kp,jb100,JB150KP,JB100,Kant : political writings ,"edited with an introduction and notes  Hans Reiss ; translated  HB Nisbet""",9780521398374; 0521398371,Cambridge University Press,1990
jb150tda,jb100,JB150TDA,JB100,The Discourses and other early political writings ,"Rousseau ; edited and translated  Victor Gourevitch""",9780521413817; 0521413818; 9780521424455; 0521424453,Cambridge University Press,2002
jb150tsc,jb100,JB150TSC,JB100,The social contract and other later political writings ,"Rousseau ; edited and translated  Victor Gourevitch""",9780521413824; 0521413826; 9780521424462; 0521424461,Cambridge University Press,1997
jb140tlo,jb100,JB140TLO,JB100,The limits of Hobbesian contractarianism ,Jody S Kraus,9780521420624; 0521420628,CUP,1993
jb110s,jb100,JB110S,JB100,Statesman ,"Plato ; edited  Julia Annas and Robin Waterfield ; translated  Robin Waterfield""",9780521442626; 0521442621; 9780521447782; 052144778X,Cambridge University Press,1995
jb230tgw,jb200,JB230TGW,JB200,The general will : Rousseau; Marx; communism ,Andrew Levine,9780521443227; 0521443229; 9780521062282; 0521062284,Cambridge University Press,1993
jb160ait,jb100,JB160AIT,JB100,An introduction to Nietzsche as political thinker : the perfect nihilist ,Keith Ansell-Pearson,9780521417228; 0521417228; 9780521427210; 0521427215,Cambridge University Press,1994
jb140aat,jb100,JB140AAT,JB100,An approach to political philosophy : Locke in contexts ,James Tully,9780521430609; 0521430607; 9780521436380; 0521436389,Cambridge University Press,1993
jb200hai,jb200,JB200HAI,JB200,History and illusion in politics ,Raymond Geuss,9780521805964; 0521805961; 9780521000437; 0521000432,Cambridge University Press,2001
jb140gla,jb100,JB140GLA,JB100,God; Locke; and equality : Christian foundations in Locke's political thought ,Jeremy Waldron,9780521890571; 0521890578; 9780521810012; 0521810019,Cambridge University Press,2002
jb110tp;,jb100,JB110TP;,JB100,The politics ; and; The constitution of Athens ,"Aristotle ; edited  Stephen Everson""",9780521482431; 0521482437; 9780521484008; 0521484006,Cambridge University Press,1996
jb150pe,jb100,JB150PE,JB100,Political essays ,"David Hume ; edited  Knud Haakonssen""",9780521460934; 052146093X; 9780521466394; 0521466393,Cambridge University Press,1994
jb140cha,jb100,JB140CHA,JB100,Classical humanism and republicanism in English political thought; 1570-1640 ,Markku Peltonen,9780521496957; 0521496950,Cambridge University Press,1995
jb150hla,jb100,JB150HLA,JB100,Hobbes; Locke; and confusion's masterpiece ,Ross Harrison,9780521017190; 052101719X; 9780521817004; 0521817005,Cambridge University Press,2002
jb110gta,jb100,JB110GTA,JB100,Greek tragedy and political philosophy : rationalism and religion in Sophocles' Theban plays ,Peter J Ahrensdorf,0521515866; 9780521515863,Cambridge University Press,2009
jb140iai,jb100,JB140IAI,JB100,Ideals as interests in Hobbes's Leviathan : the power of mind over matter ,SA Lloyd,9780521392433; 0521392438; 9780521522328; 0521522323,Cambridge University Press,1992
jb150rpw,jb100,JB150RPW,JB100,Rousseau's political writings ,"translated  Julia Conaway Bondanella ; edited  Alan Ritter and Julia Conaway Bondanella""",9780393024791; 0393024792; 9780393956511; 0393956512,Norton,1988
jb150fon,jb100,JB150FON,JB100,Foundations of natural right : according to the principles of the Wissenschaftslehre ,"JG Fichte ; edited  Frederick Neuhouser ; translated  Michael Baur""",9780521573016; 0521573017; 9780521575911; 0521575915,Cambridge University Press,2000
jb160ndg,jb100,JB160NDG,JB100,Nietzsche's dangerous game : philosophy in the twilight of the idols ,Daniel W Conway,9780521573719; 0521573718; 9780521892872; 0521892872,Cambridge University Press,1997
jb140tcc,jb100,JB140TCC,JB100,The Cambridge companion to Hobbes's Leviathan ,edited  Patricia Springborg,0521836670; 9780521836678; 0521545218; 9780521545211,Cambridge University Press,2007
jb110tcc,jb100,JB110TCC,JB100,The Cambridge companion to Plato's Republic ,edited  GRF Ferrari,0521839637; 9780521839631; 052154842X; 9780521548427,Cambridge University Press,2007
jb140tmo,jb100,JB140TMO,JB100,The mind of John Locke : a study of political theory in its intellectual setting ,Ian Harris,0521638720; 9780521638722,Cambridge University Press,1998
jb140jlp,jb100,JB140JLP,JB100,John Locke's politics of moral consensus ,Greg Forster,0521842182; 9780521842181,Cambridge University Press,2005
jb150ado,jb100,JB150ADO,JB100,A discourse on inequality ,"Jean-Jacques Rousseau ; translated with an introduction and notes  Maurice Cranston""",9780140444391; 0140444394,Penguin,1984
jb140ttl,jb100,JB140TTL,JB100,Taming the Leviathan : the reception of the political and religious ideas of Thomas Hobbes in England; 1640-1700 ,Jon Parkin,0521877350; 9780521877350,Cambridge University Press,2007
jb0pp,jb0,JB0PP,JB0,Political philosophy : a very short introduction ,David Miller,9780192803955; 0192803956,Oxford University Press,2003
jb130m,jb100,JB130M,JB100,Machiavelli ,Maurizio Viroli,9780198780885; 0198780885; 9780198780892; 0198780893,Oxford University Press,1998
jb160bta,jb100,JB160BTA,JB100,Between tradition and revolution : the Hegelian transformation of political philosophy ,"Manfred Riedel ; translated  Walter Wright""",9780521256445; 0521256445,CUP,1984
jb170lot,jb100,JB170LOT,JB100,Lectures on the history of political philosophy ,John Rawls ; edited  Samuel Freeman,9780674024922; 0674024923,Belknap Press of Harvard University Press,2007
jb140hor,jb100,JB140HOR,JB100,Hobbes on resistance : defying the Leviathan ,Susanne Sreedhar,0521197244; 9780521197243,Cambridge University Press,2010
jb140tpt,jb100,JB140TPT,JB100,"The political thought of John Locke : an historical account of the argument of the ""Two treatises of government"" ",John Dunn,9780521271394; 0521271398; 9780521074087; 0521074088,Cambridge University Press,1969
jb150vca,jb100,JB150VCA,JB100,Virtue; commerce; and history : essays on political thought and history; chiefly in the eighteenth century ,JGA Pocock,9780521257015; 0521257018; 9780521276603; 0521276608,Cambridge University Press,1985
jb170cpp,jb100,JB170CPP,JB100,Contemporary political philosophy : radical studies ,edited  Keith Graham,9780521245517; 0521245516,Cambridge University Press,1982
jb160tsa,jb100,JB160TSA,JB100,The state and civil society : studies in Hegel's political philosophy ,edited  ZA Pelczynski,9780521247931; 0521247934; 9780521289696; 0521289696,Cambridge University Press,1984
jb140hl,jb100,JB140HL,JB100,Hobbes's Leviathan : reader's guide ,Laurie M Johnson Bag,9780826486202; 0826486207; 9780826486196; 0826486193,Continuum,2007
jb210tfo,jb200,JB210TFO,JB200,The future of freedom : illiberal democracy at home and abroad ,Fareed Zakaria ; [with a new afterword],0393047644; 9780393047646; 0393324877; 9780393324877,W W Norton,2004
jb110tr,jb100,JB110TR,JB100,The republic ,"Plato ; translated  Richard W Sterling and William C Scott""",9780393314670; 0393314677,Norton,1985
jb0ap,jb0,JB0AP,JB0,Alternative paradigms : the impact of Islamic and Western Weltanschauungs on political theory ,Ahmet Davutoglu,9780819190468; 0819190462; 9780819190475; 0819190470,University Press of America,1994
jb200nr,jb200,JB200NR,JB200,Non-democratic regimes ,Paul Brooker,9781137305794; 1137305797; 9781137305800; 1137305800,,2014
jb210dp,jb200,JB210DP,JB200,Democracy promotion : a critical introduction ,Jeff Bridoux and Milja Kurki,9780415857796; 0415857791; 9780415857802; 0415857805,Routledge,2014
jb200e,jb200,JB200E,JB200,Equality ,Stuart White,9780745627731; 0745627730; 9780745627748; 0745627749,Polity Press,2007
e100,e,E100,E,,,,,
e10,e,E10,E,,,,,
e200,e,E200,E,,,,,
e1000,e,E1000,E,,,,,
e300,e,E300,E,,,,,
ja0,ja,JA0,JA,,,,,
ja10,ja,JA10,JA,,,,,
ja100,ja,JA100,JA,,,,,
ja200,ja,JA200,JA,,,,,
ja400,ja,JA400,JA,,,,,
ja500,ja,JA500,JA,,,,,
jb60,jb,JB60,JB,,,,,
jb100,jb,JB100,JB,,,,,
jb200,jb,JB200,JB,,,,,
jb50,jb,JB50,JB,,,,,
jb0,jb,JB0,JB,,,,,
