CallNumber,Author,Title,ISBN,PubName,PubYear,CB
JC574.2.U6 W382,Ellis Washington,The progressive revolution : liberal fascism through the ages Volume II 2009 writings ,9780761861119;0761861114;9780761861126,Lanham : University Press of America,2013,no
JQ1828.A91 K56,Paul W T Kingston,Reproducing sectarianism : advocacy networks and the politics of civil society in postwar Lebanon ,9781438447117;1438447116,Albany,2013,no
JZ6009.B35 S53,edited  Sharyl Cross [and others],Shaping South East Europe's security community for the twenty-first century : trust partnership integration ,9781137010193;1137010193,Basingstoke ; New York : Palgrave Macmillan,2013,no
JV7633 .A53,Bridget Anderson,Us and them? : the dangerous politics of immigration control ,9780199691593;0199691592,Oxford : Oxford University Press,2013,no
JC337 .C5636,edited  Lars Trägårdh, Nina Witoszek, and Bron Taylor,Civil society in the age of monitory democracy ,9780857457561;085745756X;9781782381495;178238149X;9780857457578;0857457578;9781782381501;1782381503,no
JZ1570.A5 V36,Louise G van Schaik,EU effectiveness and unity in multilateral negotiations : more than the sum of its parts? ,1137012544;9781137012548,Hampshire,2013,no
JQ3756.S8 K44,Asnake Kefale,Federalism and ethnic conflict in Ethiopia : a comparative regional study ,9780415615938;0415615933;9780203759530,Abingdon,2013,no
JV1060 .G68,edited  Casper Andersen and Andrew Cohen,The government and administration of Africa 1880-1939 ,9781848933187;1848933185,London : Pickering & Chatto,2013,no
JC251.S8 H57,Aggie Hirst,Leo Strauss and the invasion of Iraq : encountering the abyss ,9780415621625;0415621623;9780203380406,Routledge,2013,yes
JC71 .P513,"Plato ; translated with an introduction and notes  Christopher Rowe""",The Republic ,9780141442433;0141442433,Penguin,2012,yes
JC143 .M38,"Niccolò Machiavelli ; translated and edited  Robert M Adams""",The prince : a new translation; backgrounds; interpretations; peripherica ,0393962202;9780393962208;0393044483;9780393044485;039309149X;9780393091496,Norton,1977,yes
JC419 .W56,Jeffrey A Winters,Oligarchy ,9781107005280;1107005280;9780521182980;0521182980;40019477513,Cambridge University Press,2011,yes
JA83 .S765,Tracy B Strong,Politics without vision : thinking without a banister in the twentieth century ,9780226777467;0226777464,University of Chicago Press,2012,yes
JC330 .O28,Paulina Ochoa Espejo,The time of popular sovereignty : process and the democratic state ,9780271037967;0271037962,Pennsylvania State University Press,2011,yes
JK171 .C68,Seth Cotlar,Tom Paine's America : the rise and fall of transatlantic radicalism in the early republic ,9780813931005;0813931002;9780813931067;0813931061,University of Virginia Press,2011,yes
JA76 .W66,edited  Larry Patriquin,The Ellen Meiksins Wood reader ,9789004230088;9004230084;9789004230095;9004230092,Extenza Turpin distributor; Brill,2012,yes
JC330 .M3385,Michael Mann,Power in the 21st century : conversations with John A. Hall ,9780745653228;0745653227;9780745653235;0745653235,Polity Press,2011,yes
JA84.U5 Y57,Craig Yirush,Settlers; liberty; and empire : the roots of early American political theory; 1675-1775 ,9780521193306;0521193303;9780521132466;0521132460,Cambridge University Press,2011,yes
JA84.E9 S3313,"Carl Schmitt ; translated  Guy Oakes ; with a new introduction  Graham McAleer""",Political romanticism ,9781412814720;1412814723,Transaction,2011,yes
JQ1850.A58 P73,Nicola Pratt,Democracy and authoritarianism in the Arab world ,1588264610;9781588264619;1588264866;9781588264862,Lynne Rienner Publishers,2007,yes
JA84.E9 H67,Nick Hostettler,Eurocentrism : a Marxian critical realist critique ,9780415565103;0415565103;9780203861905;0203861906,Routledge,2012,yes
JC421 .L542,Arend Lijphart,Patterns of democracy : government forms and performance in thirty-six countries ,9780300172027;0300172028,Yale University Press,1999,yes
JN1129.L32 B85,Ian Bullock,Romancing the revolution : the myth of Soviet democracy and the British Left ,9781926836126;192683612X,AU Press,2011,yes
JN96.A58 S64,edited  Nina Bandelj and Dorothy J Solinger,Socialism vanquished; socialism challenged : Eastern Europe and China; 1989-2009 ,9780199895977;019989597X;9780199895960;0199895961;40021346505,Oxford University Press,2012,yes
JA71 .O94,edited  David Levi-Faur,Oxford handbook of governance ,9780199560530;0199560536,Oxford University Press,2012,yes
JC423 .C5335,Francis Cheneval,The government of the peoples : on the idea and principles of multilateral democracy ,9780230116993;023011699X,Palgrave Macmillan,2011,yes
JC423 .K855,Milja Kurki,Democratic futures : revisioning democracy promotion ,9780415690324;0415690323;9780415690348;041569034X;9780203073131;0203073134;40021937388,Routledge,2013,yes
JA71 .B757,Christopher Brooke,Philosophic pride : Stoicism and political thought from Lipsius to Rousseau ,9780691152080;069115208X,Princeton University Press,2012,yes
JC474 .T497,Vladimir Tismaneanu,The devil in history : communism; fascism; and some lessons of the twentieth century ,9780520239722;0520239725;40021346612,University of California Press,2012,yes
JC233.H46 B83,Andrew Buchwalter,Dialectics; politics; and the contemporary value of Hegel's practical philosophy ,9780415806107;0415806100,Routledge,2012,yes
JA71 .O37,Johanna Oksala,Foucault; politics; and violence ,9780810128026;0810128020;9780810128033;0810128039,Northwestern University Press,2012,yes
JC585 .M7419,John Stuart Mill ; edited  Alan Ryan,On liberty ; and; The subjection of women ,9780141441474;014144147X,Penguin,2006,yes
JQ281 .C48,Partha Chatterjee,The politics of the governed : reflections on popular politics ,9780231130639;0231130635,Columbia University Press,2006,yes
JA71 .P6225,edited  Steven M Cahn,Political philosophy : the essential texts ,0195177088;9780195177084,Oxford University Press,2005,yes
JC423 .H7536,Dick Howard,The specter of democracy : what Marx and Marxists haven't understood and why ,0231124848;9780231124843;9780231124850;0231124856,Columbia University Press,2002,yes
JC423 .D381356,edited  Heinrich Best and John Higley,Democratic elitism : new theoretical and comparative perspectives ,9789004179394;9004179399,Brill,2010,yes
JC263 .W38213,"edited  Peter Lassman and Ronald Speirs""",Political writings ,0521393124;0521397197,Cambridge University Press,1994,yes
JC575 .W34,Michael Walzer,Spheres of justice : a defense of pluralism and equality ,0465081908;9780465081905;0465081894;9780465081899;0465081916;9780465081912,BasicBooks,1983,yes
JK155 .W48,Morton White,Philosophy; the Federalist and the Constitution ,9780195039115;0195039114;9780195059489;0195059484,OUP,1987,yes
JA74.5 .I547,Martha L Cottam [and others],Introduction to political psychology ,9781848728813;1848728816;1848728824;9781848728820,Psychology Press,2009,yes
JA83 .W628,Ellen Meiksins Wood,Liberty and property : a social history of Western political thought from Renaissance to Enlightenment ,9781844677528;1844677524,Verso,2012,yes
JC491 .B3413,"Alain Badiou ; translated  Gregory Elliott""",The rebirth of history ,9781844678792;1844678792,Verso,2012,yes
JC421 .A57,edited  Erich Kofmel,Anti-democratic thought ,9781845401245;1845401247,Imprint Academic,2008,yes
JZ1305 .V377,Georgios Varouxakis,Liberty abroad : J.S. Mill on international relations ,9781107039148;1107039142,Cambridge University Press,2013,yes
JA71 .I575,edited  Dvora Yanow and Peregrine Schwartz-Shea,Interpretation and method : empirical research methods and the interpretive turn ,9780765635396;0765635399;9780765635402;0765635402,ME Sharp Inc,2014,yes
JC585 .B378,Stanley I Benn,A theory of freedom ,0521342600;0521348021,CUP,1988,yes
JC143 .M38 ,"The prince ; edited  Quentin Skinner and Russell Price""",The prince ,0521342406;0521349931,Cambridge University Press,1988,yes
JC121 .O335,"William of Ockham ; edited  Arthur Stephen McGrade ; translated  John Kilcullen""",A short discourse on the tyrannical government over things divine and human; but especially over the Empire and those subject to the Empire; usurped by some who are called highest pontiffs ,0521352428;0521358035,Cambridge University Press,1992,yes
JC153.L87 H37,Ian Harris,The mind of John Locke : a study of political theory in its intellectual setting ,0521356032,CUP,1994,yes
JC156 .L3213,"translated and edited with an introduction and notes  Patrick Riley""",The political writings of Leibniz ,0521353807;052135899X,CUP,1972,yes
JC121 .J5813,"edited and translated  Cary J Nederman""",Policraticus : of the frivolities of courtiers and the footprints of philosophers ,0521363993;0521367018,Cambridge University Press,1990,yes
JC330 .V58,Francisco de Vitoria ; edited  Anthony Pagden and Jeremy Lawrance,Political writings ,0521364426;052136714X,Cambridge University Press,1991,yes
JC223 .M652,James Mill ; edited  Terence Ball,Political writings ,0521383234;0521387485,Cambridge University Press,1992,yes
JC181 .K29513,"edited with an introduction and notes  Hans Reiss ; translated  HB Nisbet""",Kant : political writings ,0521391857;0521398371,Cambridge University Press,1990,yes
JC179 .R7,"Rousseau ; edited and translated  Victor Gourevitch""",The Discourses and other early political writings ,0521413818;0521424453,Cambridge University Press,2002,yes
JC179 .R7,"Rousseau ; edited and translated  Victor Gourevitch""",The social contract and other later political writings ,0521413826;9780521413824;0521424461;9780521424462,Cambridge University Press,1997,yes
JC179 .V65,Voltaire ; edited and translated  David Williams,Political writings ,0521431166;052143727X,Cambridge University Press,1994,yes
JC153.H66 K73,Jody S Kraus,The limits of Hobbesian contractarianism ,0521420628,CUP,1993,yes
JC71 .P6142,"Plato ; edited  Julia Annas and Robin Waterfield ; translated  Robin Waterfield""",Statesman ,0521442621;052144778X,Cambridge University Press,1995,yes
JC328.2 .L48,Andrew Levine,The general will : Rousseau; Marx; communism ,0521443229,Cambridge University Press,1993,yes
JC233.N52 A56,Keith Ansell-Pearson,An introduction to Nietzsche as political thinker : the perfect nihilist ,0521417228;0521427215,Cambridge University Press,1994,yes
JC153.L87 T837,James Tully,An approach to political philosophy : Locke in contexts ,0521430607;0521436389,Cambridge University Press,1993,yes
JC11 .G48,Raymond Geuss,History and illusion in politics ,9780521805964;0521805961;9780521000437;0521000432,Cambridge University Press,2001,yes
JC153.L87 W34,Jeremy Waldron,God; Locke; and equality : Christian foundations in Locke's political thought ,9780521810012;0521810019;9780521890571;0521890578,Cambridge University Press,2002,yes
JC153 .L79,"edited  Mark Goldie""",Political essays ,0521472695;0521478618,Cambridge University Press,1997,yes
JC71 .P35,"Plato ; edited  GRF Ferrari ; translated  Tom Griffith""",The republic ,9780521481731;0521481732;9780521484435;052148443X,Cambridge University Press,2000,yes
JC71.A41 A755,"Aristotle ; edited  Stephen Everson""",The politics ; and; The constitution of Athens ,0521482437;0521484006,Cambridge University Press,1996,yes
JC176 .H897,"David Hume ; edited  Knud Haakonssen""",Political essays ,052146093X;0521466393,Cambridge University Press,1994,yes
JA84.G7 P44,Markku Peltonen,Classical humanism and republicanism in English political thought; 1570-1640 ,0521496950,Cambridge University Press,1995,yes
JC153.H66 H37,Ross Harrison,Hobbes; Locke; and confusion's masterpiece ,0521817005;052101719X,Cambridge University Press,2002,yes
JC73 .A37,Peter J Ahrensdorf,Greek tragedy and political philosophy : rationalism and religion in Sophocles' Theban plays ,9780521515863;0521515866,Cambridge University Press,2009,yes
JC153.H659 L56,SA Lloyd,Ideals as interests in Hobbes's Leviathan : the power of mind over matter ,9780521522328;0521522323;9780521392433;0521392438,Cambridge University Press,1992,yes
JC179 .R7,"translated  Julia Conaway Bondanella ; edited  Alan Ritter and Julia Conaway Bondanella""",Rousseau's political writings ,0393024792;0393956512,Norton,1988,yes
JC181 .F6213,"JG Fichte ; edited  Frederick Neuhouser ; translated  Michael Baur""",Foundations of natural right : according to the principles of the Wissenschaftslehre ,0521575915;0521573017,Cambridge University Press,2000,yes
JC233.N52 C66,Daniel W Conway,Nietzsche's dangerous game : philosophy in the twilight of the idols ,0521573718,Cambridge University Press,1997,yes
JC153.H659 S67,edited  Patricia Springborg,The Cambridge companion to Hobbes's Leviathan ,9780521836678;0521836670;9780521545211;0521545218,Cambridge University Press,2007,yes
JC71.P6 C36,edited  GRF Ferrari,The Cambridge companion to Plato's Republic ,9780521839631;0521839637;9780521548427;052154842X,Cambridge University Press,2007,yes
JC153.L87 H37,Ian Harris,The mind of John Locke : a study of political theory in its intellectual setting ,0521638720;9780521638722,Cambridge University Press,1998,yes
JC153.L87 F67,Greg Forster,John Locke's politics of moral consensus ,9780521842181;0521842182,Cambridge University Press,2005,yes
JC179 .R814,"Jean-Jacques Rousseau ; translated with an introduction and notes  Maurice Cranston""",A discourse on inequality ,0140444394,Penguin,1984,yes
JC153.H66 P37,Jon Parkin,Taming the Leviathan : the reception of the political and religious ideas of Thomas Hobbes in England; 1640-1700 ,0521877350;9780521877350,Cambridge University Press,2007,yes
JA71 .M457,David Miller,Political philosophy : a very short introduction ,9780192803955;0192803956,Oxford University Press,2003,yes
JC143.M4 V523,Maurizio Viroli,Machiavelli ,0198780885;0198780893,Oxford University Press,1998,yes
JC233.H46 R5313,"Manfred Riedel ; translated  Walter Wright""",Between tradition and revolution : the Hegelian transformation of political philosophy ,9780521174886;0521174880;9780521256445;0521256445,CUP,1984,yes
JA71 .R297,John Rawls ; edited  Samuel Freeman,Lectures on the history of political philosophy ,0674024923;9780674024922,Belknap Press of Harvard University Press,2007,yes
JC329.5 .S68,Susanne Sreedhar,Hobbes on resistance : defying the Leviathan ,9780521197243;0521197244,Cambridge University Press,2010,yes
JC153.L87 D8,John Dunn,"The political thought of John Locke : an historical account of the argument of the ""Two treatises of government"" ",9780521271394;0521271398,Cambridge University Press,1969,yes
JC153.L87 D8,John Dunn,"The political thought of John Locke : an historical account of the argument of the ""Two treatises of government"" ",9780521271394;0521271398,Cambridge University Press,1969,yes
JA84.G7 P635,JGA Pocock,Virtue; commerce; and history : essays on political thought and history; chiefly in the eighteenth century ,0521257018;0521276608,Cambridge University Press,1985,yes
JA71 .C58,edited  Keith Graham,Contemporary political philosophy : radical studies ,9780521245517;0521245516;9780521287838;0521287839,Cambridge University Press,1982,yes
JC233.H46 S7,edited  ZA Pelczynski,The state and civil society : studies in Hegel's political philosophy ,9780521247931;0521247934;9780521289696;0521289696,Cambridge University Press,1984,yes
JC153.H659 B34,Laurie M Johnson Bag,Hobbes's Leviathan : reader's guide ,0826486207;9780826486202;0826486193;9780826486196,Continuum,2007,yes
JC423 .Z35,Fareed Zakaria ; [with a new afterword],The future of freedom : illiberal democracy at home and abroad ,0393324877;9780393324877;0393047644;9780393047646,W W Norton,2004,yes
JC71 .P35,"Plato ; translated  Richard W Sterling and William C Scott""",The republic ,0393314677;9780393314670,Norton,1985,yes
JC49 .D37,Ahmet Davutoglu,Alternative paradigms : the impact of Islamic and Western Weltanschauungs on political theory ,0819190462;0819190470,University Press of America,1994,yes
JC495 .B688,Paul Brooker,Non-democratic regimes ,9781137305800;1137305800;9781137305794;1137305797,,2014,yes
JC423 .B7842,Jeff Bridoux and Milja Kurki,Democracy promotion : a critical introduction ,9780415857796;0415857791;9780415857802;0415857805;9780203796511,Routledge,2014,yes
JC575 .W54,Stuart White,Equality ,0745627730;9780745627731;0745627749;9780745627748,Polity Press,2007,yes
